measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
PR17R1_20190509_S16,PR17R1_20190509,soil pH value,8.6,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R1_20190509_S18,PR17R1_20190509,EEZ soil pH value,8.3,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R1_20190509_S17,PR17R1_20190509,pH value,8,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R2_20190509_S01,PR17R2_20190509,total phosphorus,0.039802188110351563,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R2_20190509_S14,PR17R2_20190509,phosphorus available,0.039802188110351563,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R2_20190509_S02,PR17R2_20190509,calcium,16.14951875,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR17R2_20190509_S03,PR17R2_20190509,soil moisture,3.4398725278844577,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R2_20190509_S06,PR17R2_20190509,iron,1.73,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R2_20190509_S07,PR17R2_20190509,potassium,0.47,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R2_20190509_S08,PR17R2_20190509,magnesium,1.76,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R2_20190509_S09,PR17R2_20190509,sodium,0.03,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R2_20190509_S10,PR17R2_20190509,nitrogen,0.1451,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R2_20190509_S11,PR17R2_20190509,carbon,8.69,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R2_20190509_S12,PR17R2_20190509,carbon to nitrogen ratio,59.88973121984837,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17R2_20190509_S13,PR17R2_20190509,cation exchange capacity,11,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17R2_20190509_S15,PR17R2_20190509,oxidizable organic matter,2.59,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17R2_20190509_S16,PR17R2_20190509,soil pH value,8.6,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R2_20190509_S18,PR17R2_20190509,EEZ soil pH value,8.12,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R2_20190509_S17,PR17R2_20190509,pH value,7.8,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R3_20190509_S01,PR17R3_20190509,total phosphorus,0.041380929565429686,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R3_20190509_S14,PR17R3_20190509,phosphorus available,0.041380929565429686,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R3_20190509_S02,PR17R3_20190509,calcium,16.53820859375,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR17R3_20190509_S03,PR17R3_20190509,soil moisture,6.969376979936559,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R3_20190509_S06,PR17R3_20190509,iron,1.76,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R3_20190509_S07,PR17R3_20190509,potassium,0.68,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R3_20190509_S08,PR17R3_20190509,magnesium,1.12,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R3_20190509_S09,PR17R3_20190509,sodium,0.05,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R3_20190509_S10,PR17R3_20190509,nitrogen,0.18,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R3_20190509_S11,PR17R3_20190509,carbon,10.9,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R3_20190509_S12,PR17R3_20190509,carbon to nitrogen ratio,60.55555555555556,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17R3_20190509_S13,PR17R3_20190509,cation exchange capacity,11,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17R3_20190509_S15,PR17R3_20190509,oxidizable organic matter,3.17,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17R3_20190509_S16,PR17R3_20190509,soil pH value,8.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R3_20190509_S18,PR17R3_20190509,EEZ soil pH value,8.08,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R3_20190509_S17,PR17R3_20190509,pH value,8.1,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17R4_20190509_S01,PR17R4_20190509,total phosphorus,0.042546302795410156,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17R4_20190509_S14,PR17R4_20190509,phosphorus available,0.042546302795410156,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17R4_20190509_S02,PR17R4_20190509,calcium,16.36490859375,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR17R4_20190509_S03,PR17R4_20190509,soil moisture,5.650550314465352,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17R4_20190509_S06,PR17R4_20190509,iron,1.69,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17R4_20190509_S07,PR17R4_20190509,potassium,0.64,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17R4_20190509_S08,PR17R4_20190509,magnesium,1.01,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17R4_20190509_S09,PR17R4_20190509,sodium,0.05,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17R4_20190509_S10,PR17R4_20190509,nitrogen,0.2594,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17R4_20190509_S11,PR17R4_20190509,carbon,8.51,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17R4_20190509_S12,PR17R4_20190509,carbon to nitrogen ratio,32.80647648419429,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17R4_20190509_S13,PR17R4_20190509,cation exchange capacity,12,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17R4_20190509_S15,PR17R4_20190509,oxidizable organic matter,4.85,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17R4_20190509_S16,PR17R4_20190509,soil pH value,8.3,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R4_20190509_S18,PR17R4_20190509,EEZ soil pH value,8.07,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17R4_20190509_S17,PR17R4_20190509,pH value,8,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17E1_20190509_S01,PR17E1_20190509,total phosphorus,0.04327839050292969,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17E1_20190509_S14,PR17E1_20190509,phosphorus available,0.04327839050292969,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17E1_20190509_S02,PR17E1_20190509,calcium,13.47105703125,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR17E1_20190509_S03,PR17E1_20190509,soil moisture,10.070521861777271,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17E1_20190509_S06,PR17E1_20190509,iron,2.21,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17E1_20190509_S07,PR17E1_20190509,potassium,0.5,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17E1_20190509_S08,PR17E1_20190509,magnesium,3.17,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17E1_20190509_S09,PR17E1_20190509,sodium,0.04,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17E1_20190509_S10,PR17E1_20190509,nitrogen,0.1975,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17E1_20190509_S11,PR17E1_20190509,carbon,8.25,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17E1_20190509_S12,PR17E1_20190509,carbon to nitrogen ratio,41.77215189873417,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17E1_20190509_S13,PR17E1_20190509,cation exchange capacity,15,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17E1_20190509_S15,PR17E1_20190509,oxidizable organic matter,3.02,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17E1_20190509_S16,PR17E1_20190509,soil pH value,8.4,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17E1_20190509_S18,PR17E1_20190509,EEZ soil pH value,8.01,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17E1_20190509_S17,PR17E1_20190509,pH value,7.7,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR17E2_20190509_S01,PR17E2_20190509,total phosphorus,0.03652295379638672,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR17E2_20190509_S14,PR17E2_20190509,phosphorus available,0.03652295379638672,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR17E2_20190509_S02,PR17E2_20190509,calcium,19.36185703125,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR17E2_20190509_S03,PR17E2_20190509,soil moisture,4.2219764011798055,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR17E2_20190509_S06,PR17E2_20190509,iron,1.46,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR17E2_20190509_S07,PR17E2_20190509,potassium,0.62,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR17E2_20190509_S08,PR17E2_20190509,magnesium,1.68,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR17E2_20190509_S09,PR17E2_20190509,sodium,0.04,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR17E2_20190509_S10,PR17E2_20190509,nitrogen,0.201,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR17E2_20190509_S11,PR17E2_20190509,carbon,9.32,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR17E2_20190509_S12,PR17E2_20190509,carbon to nitrogen ratio,46.3681592039801,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR17E2_20190509_S13,PR17E2_20190509,cation exchange capacity,11,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR17E2_20190509_S15,PR17E2_20190509,oxidizable organic matter,2.77,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR17E2_20190509_S16,PR17E2_20190509,soil pH value,8.4,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17E2_20190509_S18,PR17E2_20190509,EEZ soil pH value,8.12,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR17E2_20190509_S17,PR17E2_20190509,pH value,7.9,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18R1_20190509_S01,PR18R1_20190509,total phosphorus,0.04368939666748047,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18R1_20190509_S14,PR18R1_20190509,phosphorus available,0.04368939666748047,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18R1_20190509_S02,PR18R1_20190509,calcium,15.44158046875,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18R1_20190509_S03,PR18R1_20190509,soil moisture,10.143851508120683,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18R1_20190509_S06,PR18R1_20190509,iron,1.67,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18R1_20190509_S07,PR18R1_20190509,potassium,0.5,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18R1_20190509_S08,PR18R1_20190509,magnesium,3.03,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18R1_20190509_S09,PR18R1_20190509,sodium,0.02,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18R1_20190509_S10,PR18R1_20190509,nitrogen,0.1536,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18R1_20190509_S11,PR18R1_20190509,carbon,8.43,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18R1_20190509_S12,PR18R1_20190509,carbon to nitrogen ratio,54.8828125,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18R1_20190509_S13,PR18R1_20190509,cation exchange capacity,10,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18R1_20190509_S15,PR18R1_20190509,oxidizable organic matter,2.18,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18R1_20190509_S16,PR18R1_20190509,soil pH value,8.4,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R1_20190509_S18,PR18R1_20190509,EEZ soil pH value,8.18,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R1_20190509_S17,PR18R1_20190509,pH value,7.8,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18R2_20190509_S01,PR18R2_20190509,total phosphorus,0.04710199890136719,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18R2_20190509_S14,PR18R2_20190509,phosphorus available,0.04710199890136719,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18R2_20190509_S02,PR18R2_20190509,calcium,13.60293125,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18R2_20190509_S03,PR18R2_20190509,soil moisture,7.065669160432275,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18R2_20190509_S06,PR18R2_20190509,iron,1.78,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18R2_20190509_S07,PR18R2_20190509,potassium,0.71,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18R2_20190509_S08,PR18R2_20190509,magnesium,3.08,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18R2_20190509_S09,PR18R2_20190509,sodium,0.03,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18R2_20190509_S10,PR18R2_20190509,nitrogen,0.1933,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18R2_20190509_S11,PR18R2_20190509,carbon,7.83,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18R2_20190509_S12,PR18R2_20190509,carbon to nitrogen ratio,40.5069839627522,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18R2_20190509_S13,PR18R2_20190509,cation exchange capacity,10,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18R2_20190509_S15,PR18R2_20190509,oxidizable organic matter,2.38,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18R2_20190509_S16,PR18R2_20190509,soil pH value,8.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R2_20190509_S18,PR18R2_20190509,EEZ soil pH value,8.15,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R2_20190509_S17,PR18R2_20190509,pH value,7.9,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18R3_20190509_S01,PR18R3_20190509,total phosphorus,0.06403401794433594,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18R3_20190509_S14,PR18R3_20190509,phosphorus available,0.06403401794433594,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18R3_20190509_S02,PR18R3_20190509,calcium,11.42051875,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18R3_20190509_S03,PR18R3_20190509,soil moisture,6.724410915525758,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18R3_20190509_S06,PR18R3_20190509,iron,2.79,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18R3_20190509_S07,PR18R3_20190509,potassium,0.79,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18R3_20190509_S08,PR18R3_20190509,magnesium,2.56,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18R3_20190509_S09,PR18R3_20190509,sodium,0.1,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18R3_20190509_S10,PR18R3_20190509,nitrogen,0.1566,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18R3_20190509_S11,PR18R3_20190509,carbon,4.85,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18R3_20190509_S12,PR18R3_20190509,carbon to nitrogen ratio,30.970625798212005,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18R3_20190509_S13,PR18R3_20190509,cation exchange capacity,14,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18R3_20190509_S15,PR18R3_20190509,oxidizable organic matter,2.01,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18R3_20190509_S16,PR18R3_20190509,soil pH value,8.3,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R3_20190509_S18,PR18R3_20190509,EEZ soil pH value,8.05,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R3_20190509_S17,PR18R3_20190509,pH value,7.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18R4_20190509_S01,PR18R4_20190509,total phosphorus,0.04489382934570312,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18R4_20190509_S14,PR18R4_20190509,phosphorus available,0.04489382934570312,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18R4_20190509_S02,PR18R4_20190509,calcium,9.943741015625,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18R4_20190509_S03,PR18R4_20190509,soil moisture,11.202418059884668,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18R4_20190509_S06,PR18R4_20190509,iron,2.47,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18R4_20190509_S07,PR18R4_20190509,potassium,0.8,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18R4_20190509_S08,PR18R4_20190509,magnesium,1.11,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18R4_20190509_S09,PR18R4_20190509,sodium,0.21,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18R4_20190509_S10,PR18R4_20190509,nitrogen,0.1429,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18R4_20190509_S11,PR18R4_20190509,carbon,4.19,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18R4_20190509_S12,PR18R4_20190509,carbon to nitrogen ratio,29.32120363890833,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18R4_20190509_S13,PR18R4_20190509,cation exchange capacity,13,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18R4_20190509_S15,PR18R4_20190509,oxidizable organic matter,1.74,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18R4_20190509_S16,PR18R4_20190509,soil pH value,8.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R4_20190509_S18,PR18R4_20190509,EEZ soil pH value,7.98,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18R4_20190509_S17,PR18R4_20190509,pH value,7.7,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18E1_20190509_S01,PR18E1_20190509,total phosphorus,0.048507331848144535,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18E1_20190509_S14,PR18E1_20190509,phosphorus available,0.048507331848144535,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18E1_20190509_S02,PR18E1_20190509,calcium,13.939871875,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18E1_20190509_S03,PR18E1_20190509,soil moisture,5.734997247201301,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18E1_20190509_S06,PR18E1_20190509,iron,1.87,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18E1_20190509_S07,PR18E1_20190509,potassium,0.76,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18E1_20190509_S08,PR18E1_20190509,magnesium,3.4,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18E1_20190509_S09,PR18E1_20190509,sodium,0.04,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18E1_20190509_S10,PR18E1_20190509,nitrogen,0.1505,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18E1_20190509_S11,PR18E1_20190509,carbon,7.34,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18E1_20190509_S12,PR18E1_20190509,carbon to nitrogen ratio,48.77076411960133,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18E1_20190509_S13,PR18E1_20190509,cation exchange capacity,9,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18E1_20190509_S15,PR18E1_20190509,oxidizable organic matter,2.12,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18E1_20190509_S16,PR18E1_20190509,soil pH value,8.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18E1_20190509_S18,PR18E1_20190509,EEZ soil pH value,8.15,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18E1_20190509_S17,PR18E1_20190509,pH value,7.9,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR18E2_20190509_S01,PR18E2_20190509,total phosphorus,0.06644624328613281,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR18E2_20190509_S14,PR18E2_20190509,phosphorus available,0.06644624328613281,(P2O5) mg kg -1,20190509,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR18E2_20190509_S02,PR18E2_20190509,calcium,11.06936875,percentage,20190509,ICP-optical,http://vocabs.lter-europe.net/EnvThes/20804
PR18E2_20190509_S03,PR18E2_20190509,soil moisture,5.258089368259333,percentage,20190509,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR18E2_20190509_S06,PR18E2_20190509,iron,3.31,?,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR18E2_20190509_S07,PR18E2_20190509,potassium,0.5,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR18E2_20190509_S08,PR18E2_20190509,magnesium,2.37,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR18E2_20190509_S09,PR18E2_20190509,sodium,0.25,percentage,20190509,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR18E2_20190509_S10,PR18E2_20190509,nitrogen,0.067,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR18E2_20190509_S11,PR18E2_20190509,carbon,3.64,percentage,20190509,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR18E2_20190509_S12,PR18E2_20190509,carbon to nitrogen ratio,54.32835820895522,ratio,20190509,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR18E2_20190509_S13,PR18E2_20190509,cation exchange capacity,12,cmol(+)kg-1,20190509,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR18E2_20190509_S15,PR18E2_20190509,oxidizable organic matter,1.12,percentage,20190509,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR18E2_20190509_S16,PR18E2_20190509,soil pH value,8.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18E2_20190509_S18,PR18E2_20190509,EEZ soil pH value,8.39,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR18E2_20190509_S17,PR18E2_20190509,pH value,7.5,pH units,20190509,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P04R1_20201110_S01,P04R1_20201110,total phosphorus,0.033457379150390626,percentage,20201110,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
