measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04Q1_20181121_V04,P04Q1_20181121,maximum height,41.17,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
NP09Q5_20201117_V11,NP09Q5_20201117,litter soil cover ,11,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q5_20210519_V11,NP09Q5_20210519,litter soil cover ,10,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20181121_V11,NP09Q6_20181121,litter soil cover ,1,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20190604_V11,NP09Q6_20190604,litter soil cover ,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20191218_V11,NP09Q6_20191218,litter soil cover ,95,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20200519_V11,NP09Q6_20200519,litter soil cover ,5,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20201117_V11,NP09Q6_20201117,litter soil cover ,2,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q6_20210519_V11,NP09Q6_20210519,litter soil cover ,4,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20181121_V11,NP09Q7_20181121,litter soil cover ,5,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20190604_V11,NP09Q7_20190604,litter soil cover ,61,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20191218_V11,NP09Q7_20191218,litter soil cover ,78,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20200519_V11,NP09Q7_20200519,litter soil cover ,35,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20201117_V11,NP09Q7_20201117,litter soil cover ,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q7_20210519_V11,NP09Q7_20210519,litter soil cover ,15,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20181121_V11,NP09Q8_20181121,litter soil cover ,30,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20190604_V11,NP09Q8_20190604,litter soil cover ,30,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20191218_V11,NP09Q8_20191218,litter soil cover ,76,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20200519_V11,NP09Q8_20200519,litter soil cover ,25,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20201117_V11,NP09Q8_20201117,litter soil cover ,30,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP09Q8_20210519_V11,NP09Q8_20210519,litter soil cover ,25,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20181121_V11,NP13Q1_20181121,litter soil cover ,55,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20190604_V11,NP13Q1_20190604,litter soil cover ,15,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20191218_V11,NP13Q1_20191218,litter soil cover ,77,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20200519_V11,NP13Q1_20200519,litter soil cover ,6,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20201117_V11,NP13Q1_20201117,litter soil cover ,10,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q1_20210519_V11,NP13Q1_20210519,litter soil cover ,6,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20181121_V11,NP13Q2_20181121,litter soil cover ,10,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20190604_V11,NP13Q2_20190604,litter soil cover ,25,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20191218_V11,NP13Q2_20191218,litter soil cover ,35,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20200519_V11,NP13Q2_20200519,litter soil cover ,20,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20201117_V11,NP13Q2_20201117,litter soil cover ,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q2_20210519_V11,NP13Q2_20210519,litter soil cover ,10,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20181121_V11,NP13Q3_20181121,litter soil cover ,10,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20190604_V11,NP13Q3_20190604,litter soil cover ,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20191218_V11,NP13Q3_20191218,litter soil cover ,84,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20200519_V11,NP13Q3_20200519,litter soil cover ,2,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20201117_V11,NP13Q3_20201117,litter soil cover ,3,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q3_20210519_V11,NP13Q3_20210519,litter soil cover ,1,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20181121_V11,NP13Q4_20181121,litter soil cover ,5,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20190604_V11,NP13Q4_20190604,litter soil cover ,20,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20191218_V11,NP13Q4_20191218,litter soil cover ,75,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20200519_V11,NP13Q4_20200519,litter soil cover ,7,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20201117_V11,NP13Q4_20201117,litter soil cover ,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q4_20210519_V11,NP13Q4_20210519,litter soil cover ,7,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20181121_V11,NP13Q5_20181121,litter soil cover ,20,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20190604_V11,NP13Q5_20190604,litter soil cover ,10,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20191218_V11,NP13Q5_20191218,litter soil cover ,85,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20200519_V11,NP13Q5_20200519,litter soil cover ,5,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20201117_V11,NP13Q5_20201117,litter soil cover ,3,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q5_20210519_V11,NP13Q5_20210519,litter soil cover ,1,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20181121_V11,NP13Q6_20181121,litter soil cover ,5,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20190604_V11,NP13Q6_20190604,litter soil cover ,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20191218_V11,NP13Q6_20191218,litter soil cover ,78,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20200519_V11,NP13Q6_20200519,litter soil cover ,5,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20201117_V11,NP13Q6_20201117,litter soil cover ,3,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q6_20210519_V11,NP13Q6_20210519,litter soil cover ,3,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20181121_V11,NP13Q7_20181121,litter soil cover ,2,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20190604_V11,NP13Q7_20190604,litter soil cover ,13,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20191218_V11,NP13Q7_20191218,litter soil cover ,75,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20200519_V11,NP13Q7_20200519,litter soil cover ,1,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20201117_V11,NP13Q7_20201117,litter soil cover ,3,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q7_20210519_V11,NP13Q7_20210519,litter soil cover ,2,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20181121_V11,NP13Q8_20181121,litter soil cover ,15,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20190604_V11,NP13Q8_20190604,litter soil cover ,70,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20191218_V11,NP13Q8_20191218,litter soil cover ,77,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20200519_V11,NP13Q8_20200519,litter soil cover ,30,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20201117_V11,NP13Q8_20201117,litter soil cover ,25,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
NP13Q8_20210519_V11,NP13Q8_20210519,litter soil cover ,20,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,
P04Q1_20181121_V02,P04Q1_20181121,total vegetation cover,35,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q1_20190604_V02,P04Q1_20190604,total vegetation cover,22,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q1_20191218_V02,P04Q1_20191218,total vegetation cover,12,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q1_20200519_V02,P04Q1_20200519,total vegetation cover,16,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q1_20201117_V02,P04Q1_20201117,total vegetation cover,16,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q1_20210519_V02,P04Q1_20210519,total vegetation cover,33,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20181121_V02,P04Q2_20181121,total vegetation cover,75,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20190604_V02,P04Q2_20190604,total vegetation cover,25,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20191218_V02,P04Q2_20191218,total vegetation cover,15,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20200519_V02,P04Q2_20200519,total vegetation cover,22,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20201117_V02,P04Q2_20201117,total vegetation cover,20,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q2_20210519_V02,P04Q2_20210519,total vegetation cover,31,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20181121_V02,P04Q3_20181121,total vegetation cover,15,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20190604_V02,P04Q3_20190604,total vegetation cover,24,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20191218_V02,P04Q3_20191218,total vegetation cover,8,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20200519_V02,P04Q3_20200519,total vegetation cover,18,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20201117_V02,P04Q3_20201117,total vegetation cover,8,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q3_20210519_V02,P04Q3_20210519,total vegetation cover,17,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20181121_V02,P04Q4_20181121,total vegetation cover,98,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20190604_V02,P04Q4_20190604,total vegetation cover,34,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20191218_V02,P04Q4_20191218,total vegetation cover,44,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20200519_V02,P04Q4_20200519,total vegetation cover,82,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20201117_V02,P04Q4_20201117,total vegetation cover,85,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q4_20210519_V02,P04Q4_20210519,total vegetation cover,87,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20181121_V02,P04Q5_20181121,total vegetation cover,90,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20190604_V02,P04Q5_20190604,total vegetation cover,16,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20191218_V02,P04Q5_20191218,total vegetation cover,25,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20200519_V02,P04Q5_20200519,total vegetation cover,48,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20201117_V02,P04Q5_20201117,total vegetation cover,50,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q5_20210519_V02,P04Q5_20210519,total vegetation cover,55,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20181121_V02,P04Q6_20181121,total vegetation cover,15,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20190604_V02,P04Q6_20190604,total vegetation cover,16,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20191218_V02,P04Q6_20191218,total vegetation cover,15,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20200519_V02,P04Q6_20200519,total vegetation cover,21,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20201117_V02,P04Q6_20201117,total vegetation cover,20,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q6_20210519_V02,P04Q6_20210519,total vegetation cover,18,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20181121_V02,P04Q7_20181121,total vegetation cover,45,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20190604_V02,P04Q7_20190604,total vegetation cover,14,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20191218_V02,P04Q7_20191218,total vegetation cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20200519_V02,P04Q7_20200519,total vegetation cover,25,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20201117_V02,P04Q7_20201117,total vegetation cover,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q7_20210519_V02,P04Q7_20210519,total vegetation cover,18,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20181121_V02,P04Q8_20181121,total vegetation cover,90,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20190604_V02,P04Q8_20190604,total vegetation cover,9,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20191218_V02,P04Q8_20191218,total vegetation cover,20,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20200519_V02,P04Q8_20200519,total vegetation cover,28,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20201117_V02,P04Q8_20201117,total vegetation cover,27,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P04Q8_20210519_V02,P04Q8_20210519,total vegetation cover,41,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20181121_V02,P11Q1_20181121,total vegetation cover,20,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20190604_V02,P11Q1_20190604,total vegetation cover,10,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20191218_V02,P11Q1_20191218,total vegetation cover,7,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20200519_V02,P11Q1_20200519,total vegetation cover,12,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20201117_V02,P11Q1_20201117,total vegetation cover,13,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q1_20210519_V02,P11Q1_20210519,total vegetation cover,7,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20181121_V02,P11Q2_20181121,total vegetation cover,50,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20190604_V02,P11Q2_20190604,total vegetation cover,10,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20191218_V02,P11Q2_20191218,total vegetation cover,8,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20200519_V02,P11Q2_20200519,total vegetation cover,10,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20201117_V02,P11Q2_20201117,total vegetation cover,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q2_20210519_V02,P11Q2_20210519,total vegetation cover,15,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20181121_V02,P11Q3_20181121,total vegetation cover,90,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20190604_V02,P11Q3_20190604,total vegetation cover,4,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20191218_V02,P11Q3_20191218,total vegetation cover,4,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20200519_V02,P11Q3_20200519,total vegetation cover,10,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20201117_V02,P11Q3_20201117,total vegetation cover,8,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q3_20210519_V02,P11Q3_20210519,total vegetation cover,10,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20181121_V02,P11Q4_20181121,total vegetation cover,75,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20190604_V02,P11Q4_20190604,total vegetation cover,12,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20191218_V02,P11Q4_20191218,total vegetation cover,9,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20200519_V02,P11Q4_20200519,total vegetation cover,12,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20201117_V02,P11Q4_20201117,total vegetation cover,12,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20210519_V02,P11Q4_20210519,total vegetation cover,18,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20181121_V02,P11Q5_20181121,total vegetation cover,20,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20190604_V02,P11Q5_20190604,total vegetation cover,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20191218_V02,P11Q5_20191218,total vegetation cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20200519_V02,P11Q5_20200519,total vegetation cover,40,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20201117_V02,P11Q5_20201117,total vegetation cover,7,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20210519_V02,P11Q5_20210519,total vegetation cover,28,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20181121_V02,P11Q6_20181121,total vegetation cover,50,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20190604_V02,P11Q6_20190604,total vegetation cover,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20191218_V02,P11Q6_20191218,total vegetation cover,10,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20200519_V02,P11Q6_20200519,total vegetation cover,32,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20201117_V02,P11Q6_20201117,total vegetation cover,25,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20210519_V02,P11Q6_20210519,total vegetation cover,31,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20181121_V02,P11Q7_20181121,total vegetation cover,90,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20190604_V02,P11Q7_20190604,total vegetation cover,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20191218_V02,P11Q7_20191218,total vegetation cover,21,percentage,20191218,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20200519_V02,P11Q7_20200519,total vegetation cover,54,percentage,20200519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20201117_V02,P11Q7_20201117,total vegetation cover,50,percentage,20201117,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20210519_V02,P11Q7_20210519,total vegetation cover,61,percentage,20210519,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20181121_V02,P11Q8_20181121,total vegetation cover,85,percentage,20181121,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20190604_V02,P11Q8_20190604,total vegetation cover,5,percentage,20190604,Plot: Étienne and Rigolot visual method; transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/20537
